post_time,content
2020-03-17, 裕隆 價值 投資 真實 探究 資產 台元 進場 庫藏股 BR 救市 鼓勵 實施 庫藏股 BR 淡失心憂 危機 轉機 BR 時終 強求 BR 嚴凱泰 陽明山 招億 BR 中華汽車 年股 虧損 BR 裕隆 停止 交易點 宣布 重訊 BR 中華民族 輪子 理念 BR 發展 品牌 信念 BR 國家 責裕隆 背負 原罪 BR 裕隆 股東 苦年 BR 刻意 抹黑 裕隆 影片 BR 裕隆 股東 國家 BR 股東希 消息 嚴夫 BRBR Luxgen URXBR 台灣 韓國 BRBR 納智捷 Luxgen URX 殘酷 舞台 BRBRLUXGEN URX 口家 幸福 試駕 BRBR 感受 納智捷車廠 誠意 BRBR 準提咒 南師懷瑾 BRBR 準提 法門 南公懷瑾師承 BRBR 母神 咒王 BRBR 準提法 PDFBRhttpwwwraymondlaicomBR 雲谷 禪師 什准 提咒 BRhttpskknewscczhtwculturejkhtmlBR 心持 准提咒 數令 間斷 持熟 持持 念頭 動靈驗 BR 優先 發布 日期 年月日 BRBRBRBR 犀利 裕日 車年 EPS 元BR 工商時報 陳信榮 BRhttpswwwchinatimescomnewspapersBR 裕融 結年稅 淨利 EPS 財訊報 月日 BR 國產 實施 庫藏股 買回 救擬 買回 股票 開發金 預計 買回 庫藏股 聯發科 斥資 庫藏股 裕隆 裕隆 裕隆 股價 低破底 跌年 裕隆 股東 生氣 現面 籌碼面 信心面 股東 台元 進場 庫藏股 裕隆集團 窮窮 剩土 裕隆部 持股 增加 裕隆 買進 庫藏股 樓主 暫時 貼文 感謝 幫忙 謝謝 BRBR 裕隆 訊息 公布 停牌 BR 財訊 鉅亨 BRhttpswwwwealthcomtwhomearticlesBR 巨虧 裕隆日 停牌 BR 工商時報 陳信榮 BRhttpswwwchinatimescomnewspapers chdtvBR 巷仔 倒果 國產車 高嘉瑜 質詢 功課 BR 張志康 特稿 BRhttpswwwnownewscomnewsBR 周貼文希 消息 公司 前季 虧損 提列 帳面 減損 現金 流減損 裕隆 淨值 減資 情況 季虧 週日 公佈 週晚 公佈 事情 土售 結束 納智捷 增資 進策 夥伴 改變
2020-03-20, 跌存 台積電 太高 龍頭 龍頭 BR 聯邦銀 玉山金兆豐金 BR 華碩 減資 BR 萬海 油價 超宜 航空 掛點 中國 海運貨 BR 彩晶 股價 淨值 超低 賺錢 話彈 BR 台泥 亞泥 股利 BR元BR 台塑 油價 超深 油價 反彈
2020-03-23, 股價 股利元 套牢 甘願 股價元 BR 股利元 BRBR 股利 航運 慧洋 股利元 BR 時報 資訊 BR 時報 資訊 BR 年月日 BR 留言 BR 時報 台北電慧洋KY  年 EPS 居業 冠日 董事 決議 配發 現金 股利元 股票 股利元 慧洋 兩月 結稅 虧損 虧損元 公司 高階 指季業 獲利 匯兌 狀況 公司 收入 美元 季果 美元 貶值機 轉虧 BR 慧洋 散裝 運說 市場 需求 運價 速度 疫情 發展 慧洋 年艘 船舶 中美 貿易 階段 協議 簽署 硫令助 調整 市場 供需 估計 租金 提升 優年 幅現 疫情 影響 商業 交易 運輸 物流 觀察 疫情 控制 狀況 聞源 工商時報 張佩芬 台北 報導
2020-04-02, 紐約 原油 趨勢 追蹤 標題 布油 跳漲 特朗普 美國 企業 CEO 沙特 原油 加征 關稅 BR 北京 新浪網 BR 報導 美國 總統 特朗普 計劃 周美國 高面 陷入 困境 頁岩 油氣 生產商 包括 沙特 原油 進口 實施 懲罰性 貿易 措施性 高雪 佛蘭 埃克森 美孚 西石油源 企業 BR 受利 消息 影響 日期 周時 WTI 原油 期貨 美元 ICE 布倫特 原油 期貨 美元 BR 消息 美國 援助 措施 包括 沙特 進口 石油 加征 關稅 美國 船隻 美國 港口 運輸 石油 貨物 BR 新冠 疫情 原油 價格戰 雙重 影響 油價 月高點 暴跌 月沙特未 說服 俄羅斯 擴減 產幅度 投入 市場 份額 爭奪 BR 美國 頁岩油 企業 遭受 重擊 BR 承受 原油 價格 暴跌 沙特 生產 原油 競爭手 高美國 頁岩油 生產商 開發 鑽井 舉舉 生產商 遭受 重擊 BR 周 美國 岩油 鑽探 企業 懷汀石油公司 Whiting Petroleum 德州法院 申請章 破產 保護 美元 債務 美元 資產 油價 暴跌際 申請 破產 型市公司 BR 特朗普 先前 接受 美國 媒體 採訪 沙特俄羅斯 價格 瘋狂 美國 希國頁 岩油 產業場 危機 消失 BR 技術 驅動 頁岩 鑽探 熱潮 美國 成長 全球 石油 天氣 生產 石油 價格 低許 美國 鑽井公司 生產 槓桿率 美國 頁岩 產業 嚴峻 威脅 BR 美俄 石油 外交 突破 BR 俄羅斯 總統 普京 新冠 疫情 視頻議 美國 OPEC 夥伴 油價 暴跌 石油 價格 形勢 俄羅斯 嚴峻 挑戰 呼籲 石油 生產 消費 尋找 挑戰性 局面 解決案 BR 國事 國際 層面 OPEC 夥伴 久前 美國 總統 討普京 美國 安根 評估 頁岩油 生產 盈利力 波動 約桶 美元 美國 困難 考驗 BR 周美國源 部長 丹布魯耶特 俄羅 斯源 部長 諾瓦克 電話 全球 市場 現狀 國際 機構 推動 國源 合作性 挑戰作 建設性 回應 應話 BR 諾瓦克布魯耶特天 通話 俄美 領導 先前 周普京特朗普 電話議 世界 石油 市場 形勢 交換意 部長級 磋商 BR OPEC 談判 破裂 美國 俄羅斯 原油 市場 標誌 石油 外交 突破 BR 普京 暫算 沙特 通話 BR 特朗普周沙特俄羅斯 油價 BR 特朗普 政府 試圖 說服 世界 石油 口國 沙特 減產 派遣 國家 委員 維利亞科茨Victoria Coates 特源 代表 前沙特 BR 止沙特特朗普 呼籲 積顧 增加 生產 知情 官員 月份 伊始沙特日 石油 供應量 提高 史高 水平 BR 俄羅斯 總統 新聞 秘書 德米特里佩斯科夫 告訴 媒體 記普京 暫時 特面 通電話 全球 原油 市場 形勢 BR 現討 佩斯 科夫 總統 日程 里沙 特面 電話 交談 意味 通話 協調 通話
2020-04-08, 年月 果認 影響 獲利觀 空頭 分流 寄遞 歐美 韓正 BR 郵郵 指BRBRGoogleBR 航空 包裹 BR DHL UPS TNT FedEX 空運 海運 hand carry
2020-04-10, 達成 財務生 點滴 心情 點滴 台灣 加權 股價 報酬 指數 BR BR BR 報酬率 BR 平年 報酬率 BR 灰狼 勝盤 報酬 指數 BR 少勝 投資 BR 股市 投資 報酬率 企業 賺錢 市場 波動錢家 高點 低點 圍繞 灰狼 長期 投資 報酬 耐心 毅力 勇氣 敬佩 BR 華街 聽說 言行 困難 件事 航空 樣米 尊崇 技術 分析 遵守 價值 投資 投資 指數 基金股 平衡 派真 賺錢 投資 原迴 分析 證實 長期 效夠 身心 克服 貪婪 恐懼 心理 王陽明 行合 實行 投資
2020-04-11, 華航 公布 業績 貨運保 成改成 貨運公司 說載 外籍 少現 載貨 臺灣 國家 口罩 海運
2020-04-12, 年月 果認 影響 獲利觀 空頭 分流 BR 訊息事 資料 BR 偶步 飛行 航行 畫面 BR 實體 黃金 戰圖 BR 檢舉 帽子 公開 驚心 動魄片 BR 航行 中線 船舶 動識 系統 IS BR 中科 加速 提前 生產 XX 報刪 BR 星期 影片 偶裡 BR 決偶業
2020-04-15, 散裝輪 升火 航頭 價值股 底部 投資機 散裝輪 新興 明日星 新興 艘型 油輪 新興 展季 營收 公布 散裝輪 成長 公司 長期 底部 買進 時機 新興 航運 股價 散裝業 BR 新浪 月日 金十数据 IE 油价 石油 行业稳 石油 行业将 全球 经济运 行核心 欧佩克 国集团 史性 决应 该助 石油 行业 重形 势边 拉回 来年年日 万桶 库存未来 几周 石油 行业 船舶 道储油罐 IE 计市 场产年 达饱 BR 果事 成真 油輪 租金 漲少 BDI 慢慢 回溫 興展
2020-04-17, 請問 債券驗 維基 百科 資料 SORRYBRBR 台灣 物價 漲漲 BR 年前 學生 時代 BR 時天錢元 BR 學校 門口 BR 雞排 BR 知名 飲料店 休閒站 CC 紅茶杯 珍珠元 BR 知名 飲料店 休閒站 CC 奶茶杯 元珍珠元 BR 統科學麵 包元 BR 超商 茶葉蛋 BR 蔥燒 牛肉 麵元 BR 客運 統聯 客運 台中 台北 程票元 BR 高鐵 台中 台北 學生 程票元 BR 台灣 台北 物價 英國 倫敦 BR 台灣 免簽 倫敦 旅行 BR 物價 物價 真驚 BR 超市 美妝 精品 BR 倫敦 物價 超越 台北 物價 BR 倫敦 物價 太宜 手滑 公斤 BR 倫敦 SNOWL 運回 台灣 門口 BR 公斤 英鎊 公斤 元台幣 BR 英國 類似 台灣 健保 制度 NHSBR 投資 債卷 研究 雷曼 事件 BRPs 投資 風險 投資 申購 詳閱 公開書
2020-04-17, 散裝輪 升火 航頭 價值股 底部 投資機 波羅海 指數 DryBRBRBR 波羅海 海岬型 CapesizeBRBRBR 波羅海 原油 油輪 Dirty TankerBRBRBRBCI 油輪 租金 預告 散裝 輪型 船隻 慢慢 脫困 利新興 裕民
2020-04-20, 散裝輪 升火 航頭 價值股 底部 投資機 工商時報 報導 BR 波羅海期貨交易中心 分析員 先前 預估 復節 假期 結束 市場 運價 海岬 型船 領幅 預測 工作日 確實 海岬型 船日 復節 美元 漲日 美元 漲幅 高達 海岬 型船 新興 裕民中 航季 獲利 拉升 BR 年月日 海岬 型船 日租 美元型船 運費 指數 BCI 疫情 控制 工廠 復工率 提升 加陸 礦砂庫 存創 年月 煤炭 首季 進口量 增長 市場 運價路 回升 運價 成價 段期貨 市場 運價 年長 獲利 水平 BR 月日 期貨 市場 季海岬型 日租 美元 美元 現貨 市場 日租 攀升 估計 期貨 市場 運價 走高 公司 租長 租策 獲利 BR 知名 海運 研究 機構 克拉森 估計 全球 散貨 需求 預期 成長果 新冠 肺炎法 控制 全球 礦砂 需求 煤炭 進口 鐵礦砂 煤炭 鋁礬土 估成 疫情 控制 基礎 建設 救市案 利市 BRBR 裕民航 海岬型 合資 新興 中航 中中航 船隊 清色 海岬型 公司 船隻 簽署 年長 約策 現貨 市場 影響 裕民 新興 船隻 現貨 市場 波動 BR 中航年 首季 年月 年月 長約 獲利 運價 首季 獲利 虞裕民 船隊 元化 首季 獲利 市期 BR 新興 超型 油輪 VLCC 年月日 俄羅斯沙烏拉伯 產油量 協商 談判 破裂 月日 VLCC 美元 美元 天價 美元 月日 收盤價 美元 成價 美元 季確 獲利 海岬型船 運價 回升 石油 減產 達成 協議 VLCC 運價 回落 獲利
2020-04-22, 油市 屠殺 史首 紐約 原油 價格 跌破 美元 油價 崩盤 新加坡 油王 破產 名驚 中信銀 BRBR 中信銀 新加坡 油王 破產 授信 台資銀行 資料 BR 武漢 肺炎 疫情 擊導 燃料 需求 減少 石油 價格 暴跌 石油 貿易 公司 獲利 新加坡石油巨擘 興隆集團 Hin Leong Trading 聲請 破產 保護 震驚 金融圈 總計 家國 外型 銀行 雷名驚 中國信託銀行 BR 解家國外型銀行 合計 授信 金額 美元 折合 新台幣 中國 踩雷台資銀行 中信銀行 授信 金額 高達 美元 台幣 BR 中信銀 回應 持續 新加坡興隆集團 協調 相關 法務 流程委 律師 行循 正式 程序 確保 債權 保障 行權益 BR 新加坡 興隆集團 新加坡 華林恩強 Lim Oon Kuin 新加坡 油王 稱號 林恩強生 中國 福建 莆田市 歲時 遷居 新加坡 興隆集團 亞洲 船舶 燃料船 燃料 供應商 運輸 船型 船隊 集團 業務 包含 石油 貿易 碼頭 倉儲 燃油 供應 潤滑油 製造 瑞甄 台北 報導
2020-04-22, 油價 崩盤 新加坡 油王 破產 名驚 中信銀 BR 武漢 肺炎 疫情 擊導 燃料 需求 減少 石油 價格 暴跌 石油貿易公司 獲利 新加坡石油巨擘 興隆集團 Hin Leong Trading 聲請 破產 保護 震驚 金融圈 總計家 國外 型銀行 踩雷名驚 中國信託銀行 BR 解家國外型銀行 合計 授信 金額 美元 折合 新台幣 中國 雷台資銀行 中信銀行 授信 金額 高達 美元 台幣 BR 中信銀 回應 持續 新加坡興隆集團 協調 相關 法務 流程 委律師 正式 程序 確保 債權 保障行權益 BR 新加坡 興隆集團 新加坡 華林恩強 Lim Oon Kuin 新加坡 油王 稱號 林恩強生 中國 福建 莆田市 遷居 新加坡 興隆集團 亞洲 船舶 燃料船 燃料 供應商 運輸 船型 船隊 集團 業務 包含 石油 貿易 碼頭 倉儲 燃油 供應 潤滑油 製造 瑞甄 台北 報導 BRBR 投資 收益
2020-04-23, 選擇權 空沖策 指期 空月 選擇權 勢周 選擇權 朋友 指數 選擇 興趣 BR 貴果肯 免費 BR 觀念錢 腦筋 重走 正確 終點 妄想 步登 天機率 長期 操作 複利 BR 操作 心實戰 感覺 指數 跳動 損益 跳動心 練動 信號 動作 BR 指數 選擇權 價差 操作 金足 放結算 風險 獲利 機率 複利 代表 BR 股票 基金 期貨 商品 BR 學習 商品 指數 空空頭 價差 反樣 BR 知識 指數 事實 簡越 獲利 BR 長期 操作 put 外檔 價差 點頭 價差 BR 指數 漲跌 信號 加碼 BR 碼頭價 外價 空頭價 外價 BR 空頭價 外價 BR 船舶 海水 波動
2020-04-24, 謝金河 台塑化 油價 股價 原油 走海 聽說 台朔 原油 油價 元桶 台灣 BR 賣價
2020-04-24, 疫情 災戶 海空 運業 協助案 疫情 世界國 入境 航空業 取消 航班 生眾 運輸 影響 減少 群聚 風險 減少 運量 昨日 階段 統整 報告 交通部 針陸 海空 運業 相關 協助案 BRBR 陸運 BR 陸運 協助 計程車 遊覽車 客車 租賃 公路 客運 貨運 鐵路 陸運 計程車 遊覽車 客車 租賃 公路 客運 長程 司機 高元 培訓 補貼 BR 考量 司機 防疫 配備 計程車 遊覽車 客車 租賃 公路 客運 長程 司機 採買 防疫物資 口罩 酒精類 補貼 BR 遊覽車 客車 租賃 年汽 燃費 牌稅 措施 BR 公路 客運 長程專 行駛 國道 機場 路線 運量 減幅 補助 月車 萬元期 月衰 退成 補助 萬衰 退成 補助 萬衰 退成 補助 BR 貨運 業年 燃費樣 措施 台鐵 車站 商家 租金 權利金 BR 關般市 公車 捷運 運輸 補助 措施 政府 治轄 中央 正縣市 規劃 BR 海運 BR 海運面 提供 營運 紓困 補貼場站 租金 減免 採買 防疫 物資 補貼 觀載 客船業 涵括 補貼 BR 融資面 利息 補貼 紓困 貸款 措施 BR 空運 BR 航空業 協助 航空 公司 勤空 廚機場 商家 補助 採買 防疫 物資 航空 公司 勤空 廚月 費減 航班 降落費 場站 租金 權利金 停留費 補貼 補助 門檻 降少 補少 BR 入境 數幅 昨日 入境 桃機數 緩收 相關費 權利金 旅客 減少 幅度 分級 補貼 運量 減幅 BR 航空業 採買 防疫 物資 陸海運樣 補助 BR 運輸 現況 慘根 統計 國際 航線 取消 昨日 華航 勞資 協商 減薪 般眾 運輸 整體 運量 減少 台灣 運輸 感染 案例 群聚 減少 外益眾 優良 防疫 觀念希 行業 熬段 日子 BR 圖片源
2020-04-24, 油價 念樣 電視 洗腦 BRhttpswwwmobilecomtopicdetailphpftpBR 負油價 BR 頭尾場 詐賭案 BR 期貨 合約 買賣口 成交 BR 世界 電腦 負價家 系統 掛負價 BR 元元 元元 PP 軟體價 負價 BR BR 國家級 特權士 介入 CME 遊戲規 BR CME 發佈 公告 應負 價格 BR 產油 世界 油價 BR 掛負 價格 交易商 魔鬼 BRBR 油價 傻瓜 遊戲 史傻蛋 BR 電視 新聞 BR 空運 海運 傻海運 BR 資源 浪費 油樣
2020-04-26, 疫情 災戶 海空 運業 協助案 感覺 海運 受損 感覺 政府 幫忙
2020-04-29, 散裝輪 升火 航頭 價值股 底部 投資機 工商時報 陳怡 BR 新冠 肺炎 石油 需求 銳減 市場 供求 儲油 空間 短缺 煉油廠 搶租 海油輪 儲存 飛機 燃料 柴油 汽油 動日 長程 油輪 費率 飆漲 BR BR 市場 聚焦 承載 原油 原油 運輸船 VLCC 日租費 躍升 情況 焦點 轉移 運送 石油 成品 長程 產品 油輪類 船隻 租費樣 飆升 費率 超越 VLCCBR BR根 Clarksons Platou Securities 資料 顯示 運載 石油 產品 LR 油輪 Long Range  tanker 費率 倍日 租費 周萬 元史 高點 外運 萬萬 石油 LR 型油 輪日 租費 倍增 美元 BR BR 日子 炙手熱 VLCC 費率 微滑日 租費率 美元 久前 石油 國家 組織 OPEC 俄羅斯 達成 規模 減產 協議 預計 實施 BR BR 紐約市 International Seaway 執行長 薩博基Lois Zabrocky VLCC 市場 持續 強勁 需求 石油 產品 市場 煉油 廠面 調整 挑戰 BR BR 全球 消耗 石油 生產量 需求 新冠 肺炎 流行 導許 工業 國家 實施 封城 石油日 需求 BR BR 煉油廠 陷入 艱難 抉擇 儲存 產品 減產 停產 儲油 設施 接載 煉油廠 尋求 儲油 空間 BR BR 石油分析公司 Vortexa 資料 周日 全球 石油 產品 儲存量 遠高 BR BRVortexa 分析師 馬洛 交易商 煉油廠 輪作 儲存 設備
2020-04-30, 疫情 擊濟 退撫 基金 執行 停損 BRBRBRBRBR 公務 退撫 基金 持金 賺翻 中鋼 友達 陽明 BR 轉成 台積
2020-05-04, 實踐 財富 價值 圖詩 茂意韻 優美 搭配 典麗 精工 專業 水準 BR 樓主真加 細細體 眼界 氣度 BR 螢幕 鍵盤 日陽明山 層次 BR 江郎 假時 靈感 絞腦汁 首言詩 獻醜 BRBR 觀武 肺感 BR 遊子 飄萍 繁華俱凋 BR 重雲 復開 天日
2020-05-10, 專職 海期 交易路 補充 逍遙 冥魚名 鯤鯤知里 鳥名 鵬鵬 背知 里怒 飛翼 垂天 雲鳥 海運徙 冥南 冥天 BR 努力 鯤鵬巨 生物 風勢 努力 拍動 翅膀 飛青天 遙遠 BR 天賦 努力 時機 成功
2020-05-10, 華通 醜聞 夫妻 社交 時中 煲愛 TTBR 吳彭弘 簡芳 貞情 火熱 吳彭弘 堪稱 時間 理師 時間 分配 簡約 準時 回家 週日 家庭日 扮演 夫角色 家庭動 相親 密動 相處 冷字 形容 奉行 時中 時時 社交 BR 直擊 月日 午點 吳偕 妻子 雙女門 簡外 慢跑 BMW 直奔 陽明山 抵達 美軍 俱樂部 親子 餐廳 孩子 興奮 跳車 緊身 樸素 扮穿 長裙 吳妻 手提 包包 玩具 狼狽 孩頭場 友合 BR 丈夫 先孩 走進 餐廳 吳妻 餐廳 回穿 梭忙 張羅孩 食物 餐廳 吳顧友 寒暄 家庭 聚吳 妻子 長桌 夫妻倆 BR 席間吳彭弘 孩子 王停 孩子 寶戴 彈簧 鏡片 眼鏡 搖頭 晃腦 孩笑 展現 爸爸 形象 幸福 天倫樂 畫面 難聯 簡熾 熱婚 外情 BR 餐廳 度樂 融融 家先 東西 放回 車友 散步 妻子 稍話 搭搭 路線 講句 表情 結束 交談友 行眾 附繞圈 相道 返回 南京 東路家 妻子 相處平淡
2020-05-14, 鈺德 甦醒 雄獅 股價 翻倍 翻倍 感意外 錸寶 錸德 BRQ 毛利率 毛利率 BRQ 營業 利益率 營業 利益率 BR 營業 利益 仟約 盈餘 BRQ 盈餘元 公允 價值 衡量 金融 商品 損失 季度 調整 損益 BR 市櫃 收盤價 計算 市櫃 收盤價 計算 BR 留意 水果 公司 LED 鉅量 轉換 題材 投資 持股 錸寶 張突集團 母公司 錸德 持續 飆漲 錸寶 張續 公司 BR 價元 股價 回升元 市值 回升 BR 長期 發展 潛力 樂司 文創 陽明山 武漢 肺炎 疫情 嚴峻 顯示 公司 BR 太發 發電 事業 貢獻 穩售電 BR
2020-05-17, 現金 心情  悶 月底 挑戰 陽明山
2020-05-26, 果錢 朋友 朋友 BR 喜歡 超跑車 陽明山 吃日 料理 桃園 夫球 BR 開國 產車 客塊 餐點 BR 朋友
2020-05-29, 長榮集團 營權 風暴 扁金 帝國 操盤手 鄭深池 綠營 重全字 BR 鄭深池 長榮 集團 總統 陳水扁 交通銀行 兆豐金控 前身 董事長 原妻子 高達 長榮 國際 股票 張榮發 求做 公益 張榮發 文教基金 張榮發 決裂 扁重 低調 貪功 綠營 敬重 提拔 執政黨政中 少密友 BR 鄭深池 航運理 海洋學 畢業 長榮集團 長榮 海運 高雄分公司 技術員 知情士 鄭深池 身段 柔軟 政商 關係 良陳水扁 總統 時期 長榮集團 總統府 窗口 鄭深池 總統 府談 事情 結交 政商界 高層士 榮集團 兆豐金 董事長 銀行公 理事長 陳水扁 行業 窗口 BR 陳水扁 鄭仔 鄭深池 奉命 金改 退意 合併 世華銀行 富邦金控 國泰世華 爭奪案 國泰金 董事長 蔡宏圖 政治 金扁 鄭深池 相關脈政商 檢警 金融業 關係 相果 鄭深池 重回 長榮 集團 營權爭 關鍵性 影響 BR 調查 法院 審理 次金 改案 富邦集團 蔡明忠庭 作證 鄭深池 陳水 扁話 介入 世華銀行 父親 蔡萬生 蔡萬辭 總統府 資政 扁子 陳中 結婚 蔡明忠包 扁女 陳幸妤 結婚 蔡萬蔡萬 證稱 鄭深池時夫 吳淑珍 鄭深池 銀行業 官員 合併 BR 鄭深池 長榮集團 金融業 藍綠 關係 陳水扁 貪汙案 指控 扁家 洗錢 檢察官 協助 扁家 匯款 海外 求學 陳中 學費 金融界 扁家 匯美金 新加坡 帆布 袋裝 新台幣 洗錢罪 鄭深池 退法官 鄭深池知 扁家 匯錢 否法 洗錢 幫忙 性質 罪確 BRBR
